"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000197301",209.371049795359,-2.31289192940922,0.323311377187998,-7.15375978886239,8.44327631313766e-13,9.80739314247896e-11
"ENSG00000197312",476.457890302411,-1.06144164980477,0.198847580896766,-5.33796611966743,9.39950173201583e-08,3.42528901351989e-06
"ENSG00000197321",8190.13705342875,0.511007590623504,0.0777114627991773,6.57570417821184,4.8423443863555e-11,3.87640999381796e-09
"ENSG00000197380",303.365457891159,0.514777949383981,0.154005505790769,3.34259445297596,0.000829991031384605,0.00913826025964625
"ENSG00000197381",1969.04835631005,-2.32320495642059,0.59179731417687,-3.92567674906051,8.64862362269068e-05,0.00136911984691402
"ENSG00000197442",1549.29885676474,-0.704352332545781,0.161594790168837,-4.35875644140423,1.30803586826055e-05,0.000273144343950812
"ENSG00000197496",2114.27670999031,-0.489896041190536,0.163011455039077,-3.00528598479843,0.00265331245550203,0.0232055585814142
"ENSG00000197557",167.456444093475,0.556524045370464,0.189667531712599,2.9342082977795,0.00334399711040573,0.0276691601747225
"ENSG00000197586",889.007282211498,-0.409056342990851,0.092544005876669,-4.42012790688994,9.86424981528886e-06,0.000212069836267378
"ENSG00000197594",665.060709177169,-1.34365377708701,0.411950010636741,-3.2616913275719,0.00110749666601978,0.0115504071481356
"ENSG00000197601",1204.37261038123,-0.295766666007237,0.099564889406708,-2.97059202063766,0.00297226344635246,0.0251775369874478
"ENSG00000197702",5698.84165663977,-0.410752512084977,0.137597779408322,-2.98516817532403,0.00283422453809598,0.0243974354055182
